id,text,pred,pred_prob,true_label,leisure_prob,leisure_rationales,politics_prob,politics_rationales,science_prob,science_rationales
22,"Although the $1 billion scheme is a fantasy (it's an old canard in the space
business called ""trolling for billionaires""), there is a good chance that a
much smaller program ($65 million) will pass the 103rd Congress. This is the
Back to the Moon bill, put together by the people who passed the Launch
Services Purchase Act. The bill would incent private companies to develop
lunar orbiters, with vendors selected on the basis of competitive bidding.
There is an aggregate cap on the bids of $65 million.
 
Having a single rich individual paying billions for lunar missions is probably
worse than having the government bankroll a $65 million program, as the Delta
Clipper program has shown (DC-X was funded by SDIO at $59 million). We have a
clear chance of making a lunar mission happen in this decade - as opposed to
simply wishing for our dreams to come true. Please support the Back to the
Moon bill.
 
For more information, please send E-mail with your U.S. postal service
address.",science,0.965,science,0.0007353084062984316,"[('program', -0.008661238233871753), ('Moon', -0.0073820334441715195), ('space', -0.007100854536840598), ('lunar', -0.005534880110524382), ('government', -0.0046155080844090726), ('information', -0.004498073293088585)]",0.0338597634708531,"[('lunar', -0.11522567828486976), ('bill', 0.09526474242780654), ('Moon', -0.0927387636513453), ('space', -0.08008168043657223), ('program', -0.06843495872519946), ('million', 0.05573823847919299)]",0.9654049281228485,"[('lunar', 0.12145900275799747), ('Moon', 0.10061072897429185), ('bill', -0.09257412204952638), ('space', 0.08760411255190353), ('program', 0.07753371286250756), ('million', -0.053512210282200094)]"
23,"Here in Australia most cars are manual (privately owned anyway).  Why?
Not sure, I think it has something to do with the fact that our car industry
in the past was more closely aligned with Europe than the US in the past.
Now it's aligned with Asia.

Scott.
_______________________________________________________________________________
Scott Fisher [scott@psy.uwa.oz.au]  PH: Aus [61] Perth (09) Local (380 3272).                
                                                             _--_|\       N
Department of Psychology                                    /      \    W + E
University of Western Australia.      Perth [32S, 116E]-->  *_.--._/      S
Nedlands, 6009.  PERTH, W.A.                                      v       

Joy is a Jaguar XJ6 with a flat battery, a blown oil seal and an unsympathetic 
wife, 9km outside of a small remote town, 3:15am on a cold wet winters morning.",leisure,0.936,leisure,0.9363871352242076,"[('cars', 0.1349862076272311), ('car', 0.1336323027259881), ('Australia', -0.07474565375288038), ('_', 0.07393875521899042), ('oil', 0.05112075745101745), ('Scott', 0.029531555828159226)]",0.016930547326051714,"[('car', -0.02794889577799831), ('cars', -0.027937758434435443), ('_', -0.013013927079199466), ('fact', 0.009734536113826173), ('battery', -0.008833848591556948), ('flat', -0.007592959783506124)]",0.046682317449740794,"[('cars', -0.10760334797911934), ('car', -0.10700735656051308), ('Australia', 0.07835384959412914), ('_', -0.061639852828641345), ('oil', -0.045251005826535434), ('Scott', -0.02555245512702333)]"
24,"I saw this nifty drawn out posting and I thought I might give the two of you
   a little help with your problem. As you both know what you posted,(and this 
   foolish thing gave me so much shit last time I tried to post) I took the 
   liberty of deleting all but the header and a single quote. I hope you don't
   mind.

   As written the second ammendment states rather clearly for anyone who can
   read the following:

 ""  A well regulated militia, being necessarry to the security of a free state,
   the right of the people to keep and bear arms shall not be infringed.""

  What is regulated? Regulated means ""controlled""! How about security?
  Well hey! That would be along the lines of being and feeling safe wouldn't
  it? Wow! We have a concept forming here don't we!? Now what have we left?
  ""the right of the people people people people people people people (sorry
  got kinda hungup there) shall NOT be infringed"" Oops! Backup there,hmmm..
  ""infringed""....That'd be like Interfered with, altered, changed or
  watered down in any way,shape or form! So! What we have here in it's big old
  long winded version would be.

  "" A well controlled militia, being necessary to the secure/safe feeling of
  state, the right of the PEOPLE to keep and bear arms shall not be Fucked
  with in any way shape or form by some happy ass good for nothing in 
  some piddly government building who wants to run my life in the pursuit of
  his happiness!"" The item is clear and concise in it's present form my young 
  friend! It does not need my clarification or that of any other. THIS IS
  ONLY AMMENDMENT which guarantees the continued existence of the others.
  It's whole purpose is to give people recourse against the military machine
  of a government which fails to properly represent it's creators!US!



ANY REPLIES OR COMMENTS CAN BE SENT TOO KANE.    DJH4484@RIGEL.TAMU.EDU

""No representative government need fear it's armed citizens""

""Death to Tyrants!""",politics,0.995,politics,1.9468996647075457e-05,"[('people', -0.022501807735814623), ('government', -0.016687087234203903), ('state', -0.009501777976252875), ('military', -0.007103865965863439), ('states', -0.006138711146099073), ('would', -0.005824019047922889)]",0.9952314266198099,"[('people', 0.11918571383255597), ('government', 0.04906209087147314), ('state', 0.048207250734862456), ('states', 0.027477170410134304), ('Death', 0.024657955863292016), ('military', 0.024173196735269478)]",0.004749104383543045,"[('people', -0.09604339082579219), ('state', -0.03885804591800243), ('government', -0.031557962045784274), ('Death', -0.020669172842271943), ('states', -0.020554758391363122), ('militia', -0.01801456890146405)]"
25,"-> The current 4.9l V-8 will soldier on for about two years.  A version
-> of the 32 valve modular V-8 in the Mark VIII could be offered then.

How unfortunate for anyone who loves the simplicity with which 302 and
351 Fords and 305 and 350 Chevys can be built up. Still, it will provide
a needed punch for the Ford to stay up with the new Firebird/Camaros. It
wouldn't surprise me if Ford called the engine a 5.0 litre in the
Mustang. (We all know that the current 5.0 is really 4.9 litres anyway)

-> Undisguised, the car looks OK, but not nearly as exciting as the new
-> Camaro/Firebird, IMO.

I must agree. I don't think I've seen anything as impressive looking as
the new Firebird since my friend back home sold his 1970 Formula 400
Firebird (for a paltry $2000, without even telling me. The bastard.)",leisure,0.973,leisure,0.9732710615028971,"[('car', 0.11109556562488343), ('Ford', 0.09672142875843474), ('Fords', 0.0468673512508532), ('engine', 0.04496288450226835), ('new', 0.030577476789910723), ('current', -0.030496920314808655)]",0.008863233196423582,"[('car', -0.031392747902064706), ('Ford', -0.02640354325184546), ('engine', -0.01578216956799973), ('Fords', -0.01320213810306294), ('soldier', 0.012900233936592488), ('new', -0.01143243522956292)]",0.017865705300679772,"[('car', -0.08184812709375769), ('Ford', -0.07272382815751884), ('current', 0.03870871147516846), ('Fords', -0.03581596374948026), ('engine', -0.031717873893101524), ('new', -0.021484165036649145)]"
26,": Well, now, Doc, I sure would not want to bet my life on those little
: critters not being able to get thru one layer of sweat-soaked cotton
: on their way to do their programmed task.  Infrequent, yes, unlikely,
: yes, but impossible?  I learned a long time ago never to say never in
: medicine   <g>                        Len Howard MD, FACOG

Yes, I suppose a single layer of wet cotton would be feasible.  After all,
we certainly do not make condoms out of cotton!]",science,0.519,science,0.1611613960800473,"[('would', -0.07618841847234767), ('medicine', -0.04494176117511861), ('ago', -0.03675336745285311), ('want', -0.03333330711333159), ('condoms', 0.031191574757019877), ('never', 0.029508323737837662)]",0.32003191116948904,"[('cotton', 0.13504659683232348), ('little', -0.07206172171180239), ('would', 0.07141694105213833), ('layer', -0.06489626494835732), ('say', 0.06230778647638998), ('medicine', -0.05117214863728111)]",0.5188066927504634,"[('cotton', -0.12667522330831488), ('medicine', 0.1036308264999406), ('ago', 0.09843012278882352), ('layer', 0.09187525185171158), ('never', -0.08084802849214154), ('say', -0.07128336131561121)]"
27,"Sorry, I still don't buy it.  You're certainly right that the runner is
not out merely for running out of the baseline: he must interfere with
the play.  But the argument here is over what constitutes interference.
You certainly cannot infer from what you've quoted that the batter-runner
must be hit by the ball to be guilty of interference: you haven't posted
a definition of interference at all.

IMO this calls for one of the ""approved ruling[s]"" that go in small print
in the rulebook.  Something like:

APPROVED RULING:
If in the judgement of the umpire the runner, by running to the left
of the allowed path, caused the fielder to make a bad throw, blocks the
vision of the fielder receiving the throw, or otherwise impedes the
defensive team's making a play on him, the batter-runner shall be
judeged guilty of interference.

or

APPROVED RULING:
The runner cannot be judged guilty of interference in the unless he makes
contact with a fielder or is hit by the thrown ball.

--
In the absence of such an approved ruling I claim that this is a poor
rules trivia question--since it cannot be authoritatively answered.",leisure,0.698,leisure,0.698389074545036,"[('interference', -0.1550284625450123), ('play', 0.12001823125474159), ('hit', 0.09432548497121837), ('runner', 0.08444550350753016), ('ball', 0.05899081221545558), ('cannot', -0.05554184829280335)]",0.13762133874475774,"[('play', -0.04995286846844373), ('guilty', 0.04955517373524663), ('ball', -0.04410938012677343), ('runner', -0.03160243971647134), ('claim', 0.02775174617811293), ('quoted', 0.026464791899502817)]",0.16398958671020594,"[('interference', 0.16613596491933122), ('play', -0.07154221992643503), ('hit', -0.06827202957259765), ('guilty', -0.05871429254300716), ('runner', -0.05438591040938444), ('team', -0.031968455447001616)]"
28,"FOR SALE OR TRADE!!!

BMW R60US frame and misc.,converted to Earles fork. The package includes:

	Frame, swingarm and Earles fork
	Final drive(27/8)
	Rear fender, front fender, large tank
	Steel wheels laced w/ ss spokes, one new rim, one EC used rim
	All brackets, brake hdware, footrests etc.
	The colour scheme used is the original BMW optional Bristol grey
	Items not painted are: Earles rigid section(needs straightening,
		this rigid section was bent when I received it, not from 
		being mounted to the R60US frame),Earles swingarm and the 
		headlight shell. I have the paintthat was used and can 
		finish the non-painted items if desired. The striping 
		was done by Holt Design.
	Not included: engine, gearbox, electrics, seat.

This is a clean and tidy project. The project was terminated due to lack of
	time and the R69(35hp) engine that was to be used was transferred 
	to another project. I would prefer to sell the package as whole.
	I am negotiable as to what can be included in the package, I will
	not separate any of the painted items. I am willing to take /2
	spares in trade.",leisure,0.951,leisure,0.9506948826097349,"[('BMW', 0.11139337710144517), ('engine', 0.09633201656694419), ('project', -0.06479677352919497), ('painted', 0.06041146474436794), ('used', -0.06040782819534992), ('wheels', 0.05593328021552647)]",0.010061316430812815,"[('BMW', -0.017721232755651538), ('engine', -0.0172938493860517), ('wheels', -0.008823929146368224), ('painted', -0.007780528329945565), ('Rear', -0.0057592917705173025), ('package', 0.005254345954415092)]",0.03924380095945241,"[('BMW', -0.09365649574546267), ('engine', -0.07882911077935388), ('project', 0.06774850149149665), ('used', 0.057073108128076026), ('painted', -0.05252838078893413), ('wheels', -0.04711207126608343)]"
29,"Hello all,

          There is a small problem a friend of mine is experiencing and I 
would appreciate any help at all with it.

My friend has been diagnosed as having a severe case of depression requiring 
antidepressants for a cure. The main problem is the side effects of these. 
So far she has been prescribed Prozac, Aurorix, and tryptanol all with 
different but unbearable side effects.

The Prozac gave very bad anxiety/jitters and insomina, it was impossible to 
sit still for more than a minute or so.

The Aurorix whilst having a calming effect, all feelings were lost and the 
body co-ordination was similar to a drunken person. Her brain was clouded 
over.

The tryptanol gave tremors in the legs and panic attacks along with unco- 
ordination occurred. She did not know what she was doing as her brain was 
""closed down"".

Has anyone had similar problems and/or have any suggestions as to the next 
step?

Thankyou in advance.",science,0.969,science,0.018289154442480877,"[('Prozac', -0.027109989598276683), ('effects', -0.026440214377357295), ('similar', -0.021058398091015573), ('case', -0.019708600420284512), ('help', -0.01836280015556427), ('antidepressants', -0.01726820800953961)]",0.01234139280211624,"[('Prozac', -0.015115083833666089), ('anyone', -0.010885059612206234), ('problem', -0.010831612448141813), ('Hello', -0.010481139567862426), ('appreciate', -0.009311190397351093), ('advance', -0.008256329867795805)]",0.969369452755403,"[('Prozac', 0.043232519379026946), ('effects', 0.03589127405681631), ('similar', 0.02908830296504486), ('help', 0.02789572633921669), ('antidepressants', 0.026707223878161997), ('anyone', 0.026303111181406442)]"
30,"A question for any high-mileage Audi owners out there: I am
interested in buying a 1989 Audi 5000S for $5500 Cdn.  The
reason the car is selling for so little is that is has
155000 km on it (just under 100000 mi.).  The car's owner
claims the car is in good condition.  My question is: how
reliable are Audi 5000s with mileage that high?  Would it
be worthwhile for me to buy the car?  Any problem areas that
I should look out for?

Any help would be greatly appreciated.  Post responses and/or
e-mail me.

Thanks

Steve Hui",leisure,0.99,leisure,0.9903871586569102,"[('car', 0.5162892168881528), ('high', -0.05639645093248933), ('mileage', 0.05173170309759227), ('owner', 0.04621420809854911), ('responses', -0.04277913312842337), ('owners', 0.04027555220572188)]",0.0011054646719884421,"[('car', -0.05342361679041634), ('Thanks', -0.015840397930014353), ('buy', -0.009423062604971954), ('little', -0.009256421142334577), ('Post', 0.009194804921448191), ('question', 0.00904595364391731)]",0.008507376671101387,"[('car', -0.47187984544262185), ('mileage', -0.05472481245436596), ('high', 0.05125144327482196), ('owner', -0.049995826826664626), ('responses', 0.04082869636134262), ('greatly', 0.036068433860659666)]"
31,"I don't think there is a general distinction.  Rather, there are
two classes of chronic hepatitis: chronic active hepatitis and chronic
persistent hepatitis.  I can't think of any other disease where the
term persistent is used with or in preference to chronic.

Much as these two terms ""chronic active"" and ""chronic persistent""
sound fuzzy, the actual distinction between the two conditions
is often fairly fuzzy as well.",science,0.855,science,0.0930164531740515,"[('disease', -0.06208011894799349), ('chronic', -0.040801411446529934), ('used', -0.0336243742282685), ('actual', -0.0329441266853304), ('Rather', -0.027035324357097303), ('think', 0.024342076426243652)]",0.052123379883704246,"[('disease', -0.03126665310390146), ('chronic', -0.029726617869812), ('well', 0.021346589337072418), ('sound', -0.02073440452541625), ('two', -0.017383840865803486), ('actual', -0.014274659449726685)]",0.8548601669422443,"[('disease', 0.095050511861119), ('chronic', 0.07200739095400208), ('actual', 0.047700159850715344), ('used', 0.04463890989815667), ('well', -0.03938753755986326), ('sound', 0.03656017539104426)]"
32,"This is the case in Britain, according to the head of the computer crime
unit here when I interviewed him a couple of months ago.

wg",science,0.657,science,0.08062370558067047,"[('case', -0.0924611231841087), ('computer', -0.07423954599017792), ('ago', -0.04846170983804589), ('crime', -0.04426236352729063), ('head', 0.04230492849110826), ('wg', 0.03737599326389835)]",0.2628506239938007,"[('crime', 0.2898207507563547), ('computer', -0.13107590679922607), ('ago', -0.1294047890880357), ('unit', -0.11861003215505508), ('case', 0.09666844657245245), ('couple', -0.04105677745171538)]",0.6565256704255289,"[('crime', -0.24532352378489689), ('computer', 0.20864763276137976), ('ago', 0.1817539069097814), ('unit', 0.15163664133283958), ('head', -0.053317703902527415), ('according', -0.04370945975088032)]"
33,"Please explain how the removal of Israel from the eqation is going to
ease the situation in Iran, Iran/Iraq, Iraq, Iraq/Kuwait, Syria,
Lebanon, Libya, Algeria, Egypt, Sudan ...  Human rights, freedom of
press and religion, slavery, government oppression in authoritarian
societies  --  how are these going to be solved by removing Israel
from the Middle East?",politics,0.995,politics,0.0024610464112359083,"[('Israel', -0.06081763724214092), ('government', -0.029869676894186625), ('freedom', -0.02220444622501453), ('Iran', -0.016687517286552718), ('rights', -0.01334069818221669), ('Lebanon', -0.013303873701035964)]",0.9947570466933165,"[('Israel', 0.11847229672802416), ('government', 0.03896585094515812), ('freedom', 0.03757595684744405), ('Iran', 0.03713617577874158), ('Lebanon', 0.02720931563196218), ('religion', 0.024032132797931205)]",0.0027819068954475345,"[('Israel', -0.05727045819868382), ('Iran', -0.020576209703844175), ('freedom', -0.015136398397944999), ('Lebanon', -0.01317369926327784), ('societies', -0.011129988995288899), ('religion', -0.01090737415552853)]"
34,"As far as I know, there is no FAQ for tpg.  Somebody was working
on one, but I think it ""died in committee.""",science,0.664,politics,0.14860954036028637,"[('working', -0.1830839160195133), ('Somebody', 0.0595661023011368), ('know', -0.05262266463269989), ('think', 0.046783808726889496), ('committee', -0.0450657468132908), ('died', -0.04031861497329958)]",0.18709255576346903,"[('FAQ', -0.17990167934303392), ('tpg', 0.1596269757228113), ('working', -0.06789072704341521), ('Somebody', -0.05673276609198202), ('died', 0.050998011509268124), ('committee', 0.048493461862197225)]",0.6642979038762448,"[('working', 0.25040802774513743), ('FAQ', 0.15123997645732074), ('tpg', -0.13847123996419924), ('know', 0.06262594134816021), ('think', -0.048513887892607445), ('far', -0.01725240082870869)]"
35,"Probably, but the point is THE COMPANY make the registration patch, NOT
YOU.  Sure, you can probably find another registerred user and compare notes,
but WHY?  It's not hindering you in any way unless you are just hacking.
[Problem about people who cut TOO MUCH from quoting...]


Nothing, but if you read my WHOLE suggestion, I'm saying that you register
via MAIL by mailing in your registration card, THEN the company send you
the patch which includes the info you put on the registration card.",science,0.902,science,0.04629912088453982,"[('card', -0.06937604098419181), ('quoting', -0.041553713532974976), ('mailing', 0.03783691200756844), ('people', -0.03142642328973809), ('Nothing', -0.030784767487035597), ('probably', -0.028625809464003293)]",0.0521483270619772,"[('company', -0.04556555413183568), ('COMPANY', -0.04245261782468882), ('people', 0.0363430956825248), ('registration', 0.03433009608803741), ('Probably', -0.03115955680483161), ('probably', -0.03063324147305965)]",0.9015525520534831,"[('card', 0.06706182748113872), ('quoting', 0.05486878026595469), ('company', 0.04803186357151222), ('COMPANY', 0.047160294195995295), ('Probably', 0.045308822979373366), ('probably', 0.045308719236498006)]"
36,"-=> Quoting Bill Gregory to All <=-

 

 BG> hey I saw that game!  I thought the Sabres looked better that you
 BG> described. It's Boston that looked weak and unsure of themselves.  Even
 BG> if (big if) they (bruins) win the third game what's that going to
 BG> prove?  They be lucky!


     Well now the Sabres are up 3 - 0 in games, and its to
     bad that Boston isn't putting up more of a fight as
     that could have been the best series of the playoffs,
     I think Boston will come out smoking in the next
     two games and that Buffalo will end the series in
     game six back in Buffalo, and say, how about those Islanders?
     they are up 2 - 1 on the Capitals and will probably
     win the series, only to be clobbered by the Penguins who
     should eliminate the Devils in the next game.
     I cannot see (i'm sad to say) anyone beating the 
     Penguins this year (again) and they will take cup # 3 
     I'm afraid.  well talk to ya later.


Steve",leisure,0.999,leisure,0.9986322892412838,"[('game', 0.0517086037830029), ('games', 0.028999638740249245), ('win', 0.023287761914403477), ('cup', 0.01309504547771408), ('next', 0.012738664217108106), ('BG', -0.012051268918991788)]",0.0005771655135956604,"[('game', -0.019164770844527865), ('games', -0.010274329401391275), ('win', -0.007784919211907363), ('next', -0.0054948004304355424), ('series', -0.005373175028132706), ('BG', 0.0044408120114377385)]",0.0007905452451206214,"[('game', -0.032578283326378375), ('games', -0.018719362291306878), ('win', -0.01548208245781), ('cup', -0.008296200566711409), ('say', -0.007727254269654026), ('BG', 0.007635550680056879)]"
37,"(Eric Roush) writes...




Funny.  I didn't realize Mr. Tanner brought up Bob Knepper v. Pam Postema
in the first place.  Thought it was someone named Jacobs.


Why?  If a statement is truly idiotic, and is universally thought so,
the challenge is a waste of panting.  Further, challenges that have
nothing (yes, nothing) to do with *baseball* are wasting others' time.

You got a problem with what Bob Knepper thinks?  Let's hear it, in
some sort of categorical manner.  (Actually, I question whether either
Knepper or Postema aren't ""old news"" at this point, although what I
have read of Postema's book is interesting.)


I agree this far.


Sez you.


That does not come out in what you say down the road, here.


Yo.  Even elementary school children have had access to our postings,
albeit in an edited form.  You want them to hear you talk like this?
Don't you want people who come to this group to talk baseball to think
you like to do the same?  Or do you want them to think you're some 
politically correct demagogue who's oh-so sensitive?  (Ho-hum.)

Plus, you're here limiting free speech to ""some obscure newsgroup that
I don't read.""  What BS.  You got a problem with what Jacobs says, what
Knepper thinks, all you have to do is defeat it with better ideas, more
and better speech.  Yours is the easy way out.

As for Knepper: ever notice how sometimes these guys will say just about
any darn thing that pops in their heads when a mike is shoved in front of
them?  You know that often the best copy for the news is the one that isn't
pre-prepared.  They know Knepper has controversial ideas about women, they
pop some question about Postema.  (An interesting related question would 
be whether the two ever appeared in the same game.  Off the top of my head,
I guess ""no.""  If my guess is right, Knepper popped off about something that
had nothing to do with him -- and Postema gets a book for it, and he doesn't.)


Now, why didn't *I* think of that?  :-)  :-)  :-)

RG",politics,0.72,leisure,0.2025433428829242,"[('baseball', 0.15960992293008222), ('nothing', -0.1088152447517713), ('want', -0.09744171895371782), ('speech', -0.08812567168151404), ('people', -0.0823344347200846), ('game', 0.07539268126659132)]",0.7203371187276811,"[('baseball', -0.12493720266452137), ('Mr', 0.09715653208369715), ('news', 0.09628005122450926), ('people', 0.09167634998677243), ('want', 0.0912976949554656), ('speech', 0.08584052519301703)]",0.07711953838939489,"[('baseball', -0.04733590870851181), ('say', -0.04089006857627318), ('news', -0.03584301373616539), ('ideas', 0.03368190422404821), ('Mr', -0.03249632832284234), ('statement', -0.02984546970157063)]"
38,"Janet Reno killed the Waco children.  She is responsible for
their deaths.  She should resign immediately.  She should have 
understood that David Koresh was a madman who would do anything
against the children if he became provoked.  All the warning 
signs were there and she ignored them.  She provoked Koresh
into killing the children.

The situation in Waco was similar to a hostage situation with 
a madman holding a gun against the head of an innocent person.
In such a situation, a person who provokes the madman and causes 
him to pull the gun's trigger is responsible for the death of the
hostage.  Janet Reno blindly stumbled in there and basically
threw a tear gas container at the madman hoping that he would
release the hostage.  It's no surprise that the madman would
pull the trigger in response to that kind of provocation.",politics,0.976,politics,0.01088506467917511,"[('gun', -0.053387585705959986), ('madman', 0.0397245759981668), ('children', -0.0352716972679246), ('Waco', -0.026439032510617407), ('would', -0.026138144044533216), ('killed', -0.021724008598474374)]",0.9763941066931646,"[('gun', 0.10916324079298423), ('madman', -0.07901807554261768), ('children', 0.06892628518958348), ('Waco', 0.052126560152215666), ('killed', 0.04680447471361574), ('Koresh', 0.04380218589370084)]",0.012720828627660441,"[('gun', -0.05584978442497088), ('madman', 0.0402408860141878), ('children', -0.03337324349548553), ('Waco', -0.02470828610934409), ('killed', -0.024050320584394956), ('Koresh', -0.023421515182410202)]"
39,"Sure there are quacks. There are quacks who don't treat and quacks who
treat. One's that refuse to diagnose and ones that diagnose improperly. 
There are lucky quacks and unlucky quacks. Smart quacks and dumb ones. 

There are people ahead of their time, with unprobable or unproven theories
and rationals. There are ill-reasoned, absurd, theorists. 

Sometimes it's hard to tell who's who.  

Reading a book of ancient jokes it seems that doctors called other doctors
quacks in Babylon. 

Arguments abound when there aren't any firm answers. Plenty of illnesses
aren't, or can't, be diagnosed or treated. But I think it's better to argue
against the theory, as was originally done with postings on candida a month
or so ago. Stating the facts usually works better than simply asserting an
opinion about someone's competency. And you can't convince everybody. 

Sometimes a correct diagnosis
takes years for people: they don't run into a doctor who recognizes the
disease, they haven't developed something recognizable yet, or they have
something that no one is going to recognize, because it hasn't been
described yet. Sometimes they get a cure, sometimes the illness wears out,
sometimes they stumble on an improper diagnosis with the right treatment,
sometimes they find it's incurable.  

There is no profit in a patient accepting a hopeless attitude about an 
illness. Unless it's a rock solid diagnosis of terminal disease it's is
more like ly that a person will find a cure if they keep looking.",science,0.994,science,0.0023568268016116163,"[('doctors', -0.014194579184521565), ('disease', -0.013700935477147595), ('quacks', -0.010536568099212147), ('doctor', -0.008730385695196208), ('treatment', -0.0076553249209745326), ('people', -0.007505107055804905)]",0.003403200282638292,"[('quacks', -0.013810658940624032), ('disease', -0.013587847579056076), ('doctors', -0.011343796835433984), ('doctor', -0.007294517476970548), ('treatment', -0.006897836526628131), ('people', 0.006594766583239498)]",0.9942399729157502,"[('disease', 0.02621108290131882), ('doctors', 0.024367467523053108), ('quacks', 0.023068605972467175), ('doctor', 0.014427557624667003), ('treatment', 0.013388346660250912), ('patient', 0.012405441741494065)]"
40,"To really speed up the game umps need to START CALLING STRIKES the way
they used to.  I'm talking about making the strike zone start at the
knees and go up to the top of the letters.  Forget this ""the strike zone
is in the general area of the groin"".  A lot less 3-and-2 counts and a
quicker game.",leisure,0.976,leisure,0.9755716934963901,"[('game', 0.20757039594721755), ('zone', 0.061205869608309996), ('go', 0.043342198007335804), ('area', -0.03196779239912297), ('umps', 0.029921248970176187), ('used', -0.026415577416039587)]",0.014737231550223965,"[('game', -0.10190433218827061), ('zone', -0.035754815227081446), ('speed', -0.022058521135958787), ('go', -0.019080706320574323), ('talking', 0.018923255123245906), ('area', 0.018684671230790893)]",0.009691074953385856,"[('game', -0.10366785216963997), ('used', 0.025097213666073693), ('go', -0.022371264907864577), ('zone', -0.022114455665350568), ('top', -0.015513207694434589), ('START', -0.014457623819072014)]"
41,"Can some on e give me some stats on Forsrg in the World Championships

If sao mail to ua256@freenet.victoria.bc.ca",leisure,0.833,leisure,0.8327667330065951,"[('stats', 0.23550225509990058), ('Championships', 0.13117128147272597), ('World', -0.10022308592508364), ('mail', 0.09320308161593775), ('sao', -0.08639325961067572), ('give', -0.046441244322036564)]",0.08474606568733263,"[('mail', -0.0847136752473228), ('World', 0.06688043985452886), ('Championships', -0.0658410543428555), ('sao', 0.0376003228571915), ('stats', -0.03161613246488045), ('give', 0.024173506139988095)]",0.0824872013060722,"[('stats', -0.2033668372315199), ('Championships', -0.0653922144225798), ('sao', 0.049129956905594255), ('World', 0.03436711386904049), ('give', 0.022315949982020446), ('bc', -0.013787056897680158)]"
42,"^^^^^^^^^^^^^^^^^^^^^^^^^
 
Markus, what is that we are noting about the spelling?  That you aren't good at it? :^)
That Peugeot is OUT of N. America?  What does this mean?",leisure,0.481,leisure,0.4813132122523919,"[('mean', -0.18369337693426), ('good', 0.10252984562835281), ('spelling', 0.05030175079813107), ('Markus', 0.03894915638514797), ('noting', -0.033311364501867696), ('Peugeot', -0.013723099686764412)]",0.2515960249164015,"[('mean', 0.1731379075178728), ('good', -0.10928250119361482), ('Markus', -0.048895463589434314), ('Peugeot', -0.03237390801851601), ('spelling', 0.02208550777473556), ('America', 0.009686782693039821)]",0.26709076283120625,"[('spelling', -0.07177157186107865), ('Peugeot', 0.04625873142281684), ('noting', 0.04247525874078364), ('America', -0.01663657039281835), ('mean', 0.011325966230784688), ('Markus', 0.010590854783666974)]"
43,"[...details deleted...]



Oh, great.  We fans can subsidize the cost of speeding up the games
that we don't want to see sped up.  Terrific.

Oh.  I forgot.  Checking off that box to finance Presidential campaigns
doesn't cost us taxpayers anything.  

Do you believe in the Tooth Fairy, too?



--	The Beastmaster


(sorry.  I hate to be so sarcastic on such a beautiful day.)",leisure,0.849,leisure,0.8494211746716994,"[('games', 0.19504989406896406), ('fans', 0.11577098378851339), ('sarcastic', 0.06523107483877912), ('believe', -0.06313571454844942), ('taxpayers', -0.056924186019790365), ('great', 0.05372239545653265)]",0.09918292065842568,"[('games', -0.10941734476624647), ('fans', -0.06612844415990587), ('sarcastic', -0.04920723781298555), ('taxpayers', 0.04849940217326381), ('believe', 0.047472458649775215), ('want', 0.03643226094107538)]",0.0513959046698748,"[('games', -0.0988442400714916), ('Oh', -0.06877740964518818), ('fans', -0.06049621042559855), ('cost', 0.059356700688418515), ('box', 0.03488904956046435), ('great', -0.03075163909828745)]"
44,"I am looking at buying a Dual Sport type motorcycle. This is my first
cycle as well. I am interested in any experiences people have with
the following motorcycles, good or bad.

	Honda XR250L
	Suzuki DR350S
	Suzuki DR250ES
	Yamaha XT350

Most XXX vs. YYY articles I have seen in magazines pit the Honda XR650L 
against another cycle, and the 650 always comes out shining. Is it safe
to assume that the 250 would be of equal quality ?",leisure,0.939,leisure,0.9388224138664507,"[('Honda', 0.20569600505729127), ('motorcycle', 0.12217186676671028), ('Sport', 0.09037757377802318), ('motorcycles', 0.059991184799088), ('people', -0.05762995784633172), ('cycle', -0.05374866272007487)]",0.025192329007226576,"[('Honda', -0.05713737571209977), ('people', 0.0420100762011776), ('motorcycle', -0.03616012979791036), ('Sport', -0.025573259871771052), ('motorcycles', -0.018627041968796696), ('cycle', -0.01416659882714887)]",0.035985257126322764,"[('Honda', -0.15030097606681891), ('motorcycle', -0.0869424248927814), ('cycle', 0.06559841563866346), ('Sport', -0.06551806155176199), ('motorcycles', -0.04268520730140043), ('following', 0.030406107556541138)]"
